precinct_id,GEOID,democratic_votes,republican_votes,total_votes
2112,45085-Ebenezer 2,589,509,1113
2113,45085-Folsom Park,552,135,700
2114,45085-Furman,256,788,1052
2115,45085-Green Swamp 1,924,817,1761
2116,45085-Green Swamp 2,190,575,770
2117,45085-Hampton Park,230,263,503
2118,45085-Hillcrest,375,288,673
2119,45085-Horatio,263,83,350
2120,45085-Lemira,527,115,652
2121,45085-Loring,319,81,404
2122,45085-Magnolia-Harmony,293,69,367
2123,45085-Manchester Forest,438,559,1008
2124,45085-Mayesville,244,89,340
2125,45085-Mayewood,341,644,991
2126,45085-McCrays Mill 1,561,589,1159
2127,45085-McCrays Mill 2,607,787,1407
2128,45085-Millwood,231,209,451
2129,45085-Morris College,397,71,481
2130,45085-Mulberry,385,176,569
2131,45085-Oakland Plant 1,408,449,868
2132,45085-Oakland Plant 2,284,402,695
2133,45085-Oswego,321,537,863
2134,45085-Palmetto Park,456,381,846
2135,45085-Pinewood,490,623,1120
2136,45085-Pocotaligo 1,509,843,1366
2137,45085-Pocotaligo 2,377,430,813
2138,45085-Privateer,517,870,1403
2139,45085-Rembert,960,232,1206
2140,45085-Salem,179,45,226
2141,45085-Salterstown,247,360,617
2142,45085-Savage-Glover,252,10,266
2143,45085-Second Mill,301,973,1284
2144,45085-Shaw,49,73,122
2145,45085-South Liberty,257,67,326
2146,45085-South Red Bay,391,36,433
2147,45085-Spectrum,476,185,668
2148,45085-St. John,410,380,794
2149,45085-St. Paul,679,484,1180
2150,45085-Stone Hill,249,9,264
2151,45085-Sumter High 1,180,262,448
2152,45085-Sumter High 2,463,501,977
2153,45085-Sunset,527,530,1072
2154,45085-Swan Lake,341,458,813
2155,45085-Thomas Sumter,542,217,770
2156,45085-Turkey Creek,381,407,796
2157,45085-Wilder,441,52,498
2158,45085-Wilson Hall,425,1175,1616
2159,45087-Adamsburg,64,469,535
2160,45087-Black Rock,136,133,272
2161,45087-Bonham,206,459,672
2162,"45087-Buffalo, Box 1",195,557,760
2163,45087-Carlisle,258,52,313
2164,45087-Cross Keys,158,485,644
2165,45087-Excelsior,331,632,975
2166,"45087-Jonesville, Box 1",167,569,740
2167,"45087-Jonesville, Box 2",232,571,810
2168,45087-Kelton,199,503,708
2169,45087-Lockhart,79,361,445
2170,"45087-Monarch, Box 1",206,796,1010
2171,45087-Putnam,58,498,558
2172,45087-Santuck,267,272,543
2173,"45087-Union, Ward 1, Box 1",191,280,476
2174,"45087-Union, Ward 1, Box 2",395,266,670
2175,"45087-Union, Ward 2",327,286,619
2176,"45087-Union, Ward 3",202,166,372
2177,"45087-Union, Ward 4, Box 1",206,428,636
2178,"45087-Union, Ward 4, Box 2",104,68,173
2179,45087-West Springs,59,200,262
2180,45089-Black River,127,117,245
2181,45089-Bloomingvale,291,235,531
2182,45089-Cades,189,100,289
2183,45089-Cedar Swamp,113,108,222
2184,45089-Central,336,225,573
2185,45089-Earles,92,396,490
2186,45089-Greeleyville,636,181,829
2187,45089-Harmony,52,165,218
2188,45089-Hebron,42,290,333
2189,45089-Hemingway,569,376,955
2190,45089-Henry-Poplar Hill,157,188,351
2191,45089-Indiantown,669,173,852
2192,45089-Kingstree No.1,949,931,1905
2193,45089-Kingstree No.2,412,21,444
2194,45089-Kingstree No.3,1113,134,1267
2195,45089-Kingstree No.4,552,200,758
2196,45089-Lane,450,63,520
2197,45089-Morrisville,125,10,136
2198,45089-Mount Vernon,138,103,243
2199,45089-Muddy Creek,171,413,585
2200,45089-Nesmith,272,64,344
2201,45089-Pergamos,58,106,166
2202,45089-Piney Forest,9,284,294
2203,45089-Salters,496,134,643
2204,45089-Sandy Bay,54,189,243
2205,45089-Singletary,131,49,181
2206,45089-Suttons,44,146,190
2207,45089-Trio,384,121,518
2208,45091-Adnah,181,485,672
2209,45091-Airport,499,726,1236
2210,45091-Allison Creek,324,808,1148
2211,45091-Anderson Road,564,355,940
2212,45091-Baxter,504,520,1047
2213,45091-Bethany,281,1500,1798
2214,45091-Bethel,466,870,1353
2215,45091-Bethel School,257,768,1039
2216,45091-Bowling Green,211,977,1200
2217,45091-Bullocks Creek,52,321,378
2218,45091-Cannon Mill,320,839,1176
2219,45091-Carolina,563,766,1354
2220,45091-Catawba,533,1562,2112
2221,45091-Celanese,1133,939,2106
2222,45091-Clover,460,1178,1658
2223,45091-Cotton Belt,294,1298,1615
2224,45091-Crescent,722,995,1750
2225,45091-Delphia,325,1235,1574
2226,45091-Dobys Bridge,942,1807,2805
2227,45091-Ebenezer,338,625,972
2228,45091-Ebinport,934,1086,2052
2229,45091-Edgewood,1605,344,1980
2230,45091-Fairgrounds,793,250,1063
2231,45091-Ferry Branch,219,713,938
2232,45091-Fewell Park,434,545,998
2233,45091-Field Day,702,945,1660
2234,45091-Filbert,321,1426,1764
2235,45091-Fort Mill No. 1,952,1535,2532
2236,45091-Fort Mill No. 2,1720,2609,4412
2237,45091-Fort Mill No. 3,873,979,1885
2238,45091-Fort Mill No. 4,538,530,1086
2239,45091-Fort Mill No. 5,1137,1460,2630
2240,45091-Fort Mill No. 6,568,729,1327
2241,45091-Friendship,193,390,594
2242,45091-Gold Hill,1084,1397,2536
2243,45091-Hampton Mill,314,852,1178
2244,45091-Hands Mill,439,901,1358
2245,45091-Harvest,363,546,917
2246,45091-Hickory Grove,165,717,890
2247,45091-Highland Park,467,343,817
2248,45091-Hollis Lakes,694,694,1416
2249,45091-Hopewell,354,554,926
2250,45091-Independence,182,581,769
2251,45091-India Hook,518,766,1307
2252,45091-Kanawha,1007,1474,2523
2253,45091-Lakeshore,672,1225,1924
2254,45091-Lakewood,487,909,1415
2255,45091-Larne,428,736,1182
2256,45091-Laurel Creek,356,871,1240
2257,45091-Lesslie,298,908,1218
2258,45091-Manchester,482,544,1048
2259,45091-McConnells,295,1015,1325
2260,45091-Mill Creek,248,686,943
2261,45091-Mountain View,147,427,580
2262,45091-Mt. Gallant,478,903,1401
2263,45091-Mt. Holly,1041,1105,2172
2264,45091-Nation Ford,890,1313,2236
2265,45091-Neelys Creek,258,560,827
2266,45091-New Home,512,1398,1949
2267,45091-Newport,806,1078,1902
2268,45091-Northside,633,441,1091
2269,45091-Northwestern,776,1185,1978
2270,45091-Oakridge,687,1561,2277
2271,45091-Oakwood,579,776,1376
2272,45091-Ogden,819,862,1697
2273,45091-Old Pointe,591,623,1230
2274,45091-Orchard Park,702,1014,1756
2275,45091-Palmetto,646,734,1400
2276,45091-Pleasant Road,997,1253,2287
2277,45091-Pole Branch,620,1120,1765
2278,45091-River's Edge,910,1710,2662
2279,45091-River Hills,661,1087,1775
2280,45091-Riverview,474,702,1201
2281,45091-Rock Creek,315,903,1231
2282,45091-Rock Hill No. 2,892,76,984
2283,45091-Rock Hill No. 3,1205,193,1415
2284,45091-Rock Hill No. 4,832,608,1461
2285,45091-Rock Hill No. 5,569,483,1071
2286,45091-Rock Hill No. 6,665,205,884
2287,45091-Rock Hill No. 7,858,690,1572
2288,45091-Rock Hill No. 8,552,72,633
2289,45091-Roosevelt,508,822,1348
2290,45091-Rosewood,1060,907,2011
2291,45091-Sharon,243,917,1168
2292,45091-Shoreline,739,1062,1832
2293,45091-Six Mile,228,787,1027
2294,45091-Smyrna,61,546,612
2295,45091-Springdale,413,330,754
2296,45091-Springfield,643,1078,1757
2297,45091-Stateline,712,849,1597
2298,45091-Steele Creek,879,1082,2000
2299,45091-Tega Cay,424,605,1046
2300,45091-Tirzah,426,1380,1821
2301,45091-Tools Fork,562,984,1569
2302,45091-University,404,455,876
2303,45091-Waterstone,661,752,1439
2304,45091-Windjammer,660,930,1617
2305,45091-Wylie,788,1224,2034
2306,45091-York No. 1,1010,950,1993
2307,45091-York No. 2,1032,1335,2400
